GeneID,Symbol,Description,FullGeneName
137806664,LOC137806664,elongation factor 1-gamma-like,elongation factor 1-gamma-like
137806665,LOC137806665,uncharacterized LOC137806665,uncharacterized LOC137806665
137806666,LOC137806666,uncharacterized LOC137806666,ERROR
137806667,LOC137806667,"DExH-box ATP-dependent RNA helicase DExH7, chloroplastic",ERROR
137806668,LOC137806668,small ribosomal subunit protein eS27y-like,ERROR
137806669,LOC137806669,dynamin-2A,dynamin-2A
137806670,LOC137806670,uncharacterized LOC137806670,uncharacterized LOC137806670
137806671,LOC137806671,NADPH-dependent pterin aldehyde reductase,NADPH-dependent pterin aldehyde reductase
137806672,LOC137806672,auxin response factor 1-like,ERROR
137806673,LOC137806673,uncharacterized LOC137806673,uncharacterized LOC137806673
137806674,LOC137806674,protein NRT1/ PTR FAMILY 4.3-like,ERROR
137806675,LOC137806675,mitotic spindle checkpoint protein MAD1,mitotic spindle checkpoint protein MAD1
137806676,LOC137806676,cullin-associated NEDD8-dissociated protein 1,cullin-associated NEDD8-dissociated protein 1
137806677,LOC137806677,"glucose-1-phosphate adenylyltransferase large subunit 3, chloroplastic/amyloplastic","glucose-1-phosphate adenylyltransferase large subunit 3, chloroplastic/amyloplastic"
137806678,LOC137806678,"DEAD-box ATP-dependent RNA helicase 58, chloroplastic",ERROR
137806679,LOC137806679,classical arabinogalactan protein 9-like,ERROR
137806680,LOC137806680,beta-glucosidase 46-like,ERROR
137806681,LOC137806681,"glucose-6-phosphate/phosphate translocator 2, chloroplastic-like","glucose-6-phosphate/phosphate translocator 2, chloroplastic-like"
137806682,LOC137806682,beta-glucosidase 46-like,beta-glucosidase 46-like
137806683,LOC137806683,cytochrome P450 77A1,cytochrome P450 77A1
137806684,LOC137806684,N6-mAMP deaminase,N6-mAMP deaminase
137806685,LOC137806685,phospholipase A I,phospholipase A I
137806686,LOC137806686,"cardiolipin synthase (CMP-forming), mitochondrial","cardiolipin synthase (CMP-forming), mitochondrial"
137806687,LOC137806687,uncharacterized LOC137806687,ERROR
137806688,LOC137806688,tobamovirus multiplication protein 1,ERROR
137806689,LOC137806689,uncharacterized LOC137806689,ERROR
137806690,LOC137806690,polyadenylate-binding protein RBP45-like,polyadenylate-binding protein RBP45-like
137806691,LOC137806691,uncharacterized LOC137806691,uncharacterized LOC137806691
137806692,LOC137806692,uncharacterized LOC137806692,uncharacterized LOC137806692
137806693,LOC137806693,uncharacterized LOC137806693,uncharacterized LOC137806693
137806694,LOC137806694,protein S40-5-like,protein S40-5-like
137806695,LOC137806695,uncharacterized LOC137806695,uncharacterized LOC137806695
137806696,LOC137806696,calcium-dependent protein kinase 2-like,calcium-dependent protein kinase 2-like
137806697,LOC137806697,uncharacterized LOC137806697,uncharacterized LOC137806697
137806698,LOC137806698,uncharacterized LOC137806698,uncharacterized LOC137806698
137806699,LOC137806699,peroxidase 42,peroxidase 42
137806700,LOC137806700,tRNA wybutosine-synthesizing protein 2/3/4,tRNA wybutosine-synthesizing protein 2/3/4
137806701,LOC137806701,uncharacterized LOC137806701,uncharacterized LOC137806701
137806702,LOC137806702,uncharacterized LOC137806702,uncharacterized LOC137806702
137806703,LOC137806703,protein S40-6,protein S40-6
137806704,LOC137806704,"probable beta-1,3-galactosyltransferase 2","probable beta-1,3-galactosyltransferase 2"
137806705,LOC137806705,autophagy-related protein 8C-like,autophagy-related protein 8C-like
137806706,LOC137806706,uncharacterized LOC137806706,ERROR
137806707,LOC137806707,uncharacterized LOC137806707,uncharacterized LOC137806707
137806708,LOC137806708,uncharacterized LOC137806708,uncharacterized LOC137806708
137806709,LOC137806709,"arogenate dehydratase/prephenate dehydratase 1, chloroplastic","arogenate dehydratase/prephenate dehydratase 1, chloroplastic"
137806710,LOC137806710,lactoylglutathione lyase GLX1-like,lactoylglutathione lyase GLX1-like
137806711,LOC137806711,"5'-adenylylsulfate reductase 3, chloroplastic-like",ERROR
137806712,LOC137806712,"glucan endo-1,3-beta-glucosidase 1-like",ERROR
137806713,LOC137806713,uncharacterized LOC137806713,ERROR
137806714,LOC137806714,L-ascorbate oxidase homolog,L-ascorbate oxidase homolog
137806715,LOC137806715,uncharacterized LOC137806715,uncharacterized LOC137806715
137806716,LOC137806716,"aminomethyltransferase, mitochondrial","aminomethyltransferase, mitochondrial"
137806717,LOC137806717,uncharacterized LOC137806717,uncharacterized LOC137806717
137806718,LOC137806718,probable F-box protein At4g22030,probable F-box protein At4g22030
137806719,LOC137806719,probable F-box protein At4g22030,probable F-box protein At4g22030
137806720,LOC137806720,probable F-box protein At4g22030,probable F-box protein At4g22030
137806721,LOC137806721,probable F-box protein At4g22030,probable F-box protein At4g22030
137806722,LOC137806722,probable F-box protein At4g22030,probable F-box protein At4g22030
137806723,LOC137806723,S-type anion channel SLAH1-like,ERROR
137806724,LOC137806724,aspartic proteinase-like,ERROR
137806725,LOC137806725,fructokinase-2-like,ERROR
137806726,LOC137806726,putative pectate lyase 2,putative pectate lyase 2
137806727,LOC137806727,wall-associated receptor kinase 2-like,wall-associated receptor kinase 2-like
137806728,LOC137806728,uncharacterized LOC137806728,uncharacterized LOC137806728
137806729,LOC137806729,protein SUPPRESSOR OF GENE SILENCING 3-like,ERROR
137806730,LOC137806730,"leucine--tRNA ligase, chloroplastic/mitochondrial",ERROR
137806731,LOC137806731,lysine-specific demethylase JMJ29-like,ERROR
137806732,LOC137806732,calcium permeable stress-gated cation channel 1-like,calcium permeable stress-gated cation channel 1-like
137806733,LOC137806733,subtilisin-like protease SBT2.4,subtilisin-like protease SBT2.4
137806734,LOC137806734,O-fucosyltransferase 15,O-fucosyltransferase 15
137806735,LOC137806735,homeobox protein SBH1-like,homeobox protein SBH1-like
137806736,LOC137806736,uncharacterized LOC137806736,uncharacterized LOC137806736
137806737,LOC137806737,pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta-like,pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta-like
137806738,LOC137806738,uncharacterized LOC137806738,ERROR
137806739,LOC137806739,1-aminocyclopropane-1-carboxylate oxidase,ERROR
137806740,LOC137806740,protein CLMP1,ERROR
137806741,LOC137806741,probable tyrosine-protein phosphatase DSP4,probable tyrosine-protein phosphatase DSP4
137806742,LOC137806742,uncharacterized LOC137806742,uncharacterized LOC137806742
137806743,LOC137806743,EH domain-containing protein 1-like,EH domain-containing protein 1-like
137806744,LOC137806744,tropinone reductase-like 3,tropinone reductase-like 3
137806745,LOC137806745,serine/threonine/tyrosine-protein kinase HT1,serine/threonine/tyrosine-protein kinase HT1
137806746,LOC137806746,probable carboxylesterase SOBER1-like,probable carboxylesterase SOBER1-like
137806747,LOC137806747,uncharacterized LOC137806747,ERROR
137806748,LOC137806748,uncharacterized LOC137806748,ERROR
137806749,LOC137806749,uncharacterized LOC137806749,ERROR
137806750,LOC137806750,uncharacterized LOC137806750,uncharacterized LOC137806750
137806751,LOC137806751,cytosolic calcium-binding protein 2-like,cytosolic calcium-binding protein 2-like
137806752,LOC137806752,uncharacterized LOC137806752,uncharacterized LOC137806752
137806753,LOC137806753,rho GDP-dissociation inhibitor 1-like,ERROR
137806754,LOC137806754,uncharacterized LOC137806754,uncharacterized LOC137806754
137806755,LOC137806755,transcription initiation factor IIF subunit alpha-like,transcription initiation factor IIF subunit alpha-like
137806756,LOC137806756,alkaline ceramidase-like,alkaline ceramidase-like
137806757,LOC137806757,uncharacterized LOC137806757,uncharacterized LOC137806757
137806758,LOC137806758,F-box protein CPR1-like,F-box protein CPR1-like
137806759,LOC137806759,E3 ubiquitin-protein ligase UPL5,E3 ubiquitin-protein ligase UPL5
137806760,LOC137806760,cysteine proteinase inhibitor 1-like,ERROR
137806761,LOC137806761,putative MO25-like protein At5g47540,putative MO25-like protein At5g47540
137806762,LOC137806762,inositol-phosphate phosphatase,ERROR
137806763,LOC137806763,cytochrome b561 and DOMON domain-containing protein At5g47530-like,cytochrome b561 and DOMON domain-containing protein At5g47530-like
137806764,LOC137806764,U-box domain-containing protein 4-like,U-box domain-containing protein 4-like
137806765,LOC137806765,uncharacterized LOC137806765,uncharacterized LOC137806765
137806766,LOC137806766,inositol transporter 4-like,inositol transporter 4-like
137806767,LOC137806767,scarecrow-like protein 13,scarecrow-like protein 13
137806768,LOC137806768,CASP-like protein 2B1,CASP-like protein 2B1
137806769,LOC137806769,protein NAR1,protein NAR1
137806770,LOC137806770,ubiquitin-like-specific protease ESD4,ubiquitin-like-specific protease ESD4
137806771,LOC137806771,kinesin-like protein KIN-13A,ERROR
137806772,LOC137806772,uncharacterized LOC137806772,ERROR
137806773,LOC137806773,uncharacterized LOC137806773,ERROR
137806774,LOC137806774,UDP-glucuronic acid decarboxylase 2-like,UDP-glucuronic acid decarboxylase 2-like
137806775,LOC137806775,uncharacterized LOC137806775,uncharacterized LOC137806775
137806776,LOC137806776,peroxisomal fatty acid beta-oxidation multifunctional protein MFP2-like,peroxisomal fatty acid beta-oxidation multifunctional protein MFP2-like
137806777,LOC137806777,uncharacterized LOC137806777,uncharacterized LOC137806777
137806778,LOC137806778,peroxisomal fatty acid beta-oxidation multifunctional protein MFP2-like,peroxisomal fatty acid beta-oxidation multifunctional protein MFP2-like
137806779,LOC137806779,uncharacterized LOC137806779,uncharacterized LOC137806779
137806780,LOC137806780,uncharacterized LOC137806780,uncharacterized LOC137806780
137806781,LOC137806781,mitogen-activated protein kinase 15-like,ERROR
137806782,LOC137806782,F-box/kelch-repeat protein At3g06240-like,F-box/kelch-repeat protein At3g06240-like
137806783,LOC137806783,"endo-1,3;1,4-beta-D-glucanase-like","endo-1,3;1,4-beta-D-glucanase-like"
137806784,LOC137806784,"iron-sulfur assembly protein IscA-like 2, mitochondrial","iron-sulfur assembly protein IscA-like 2, mitochondrial"
137806785,LOC137806785,small ribosomal subunit protein uS8,small ribosomal subunit protein uS8
137806786,LOC137806786,"endo-1,3;1,4-beta-D-glucanase-like",ERROR
137806787,LOC137806787,uncharacterized LOC137806787,ERROR
137806788,LOC137806788,uncharacterized LOC137806788,ERROR
137806789,LOC137806789,nudix hydrolase 2-like,nudix hydrolase 2-like
137806790,LOC137806790,nuclear transcription factor Y subunit B-3-like,nuclear transcription factor Y subunit B-3-like
137806791,LOC137806791,nuclear transcription factor Y subunit B-1-like,nuclear transcription factor Y subunit B-1-like
137806792,LOC137806792,sister chromatid cohesion protein PDS5 homolog A-like,sister chromatid cohesion protein PDS5 homolog A-like
137806793,LOC137806793,uncharacterized LOC137806793,uncharacterized LOC137806793
137806794,LOC137806794,oligopeptide transporter 3,oligopeptide transporter 3
137806795,LOC137806795,SNF1-related protein kinase regulatory subunit beta-2-like,ERROR
137806796,LOC137806796,uncharacterized LOC137806796,uncharacterized LOC137806796
137806797,LOC137806797,heavy metal-associated isoprenylated plant protein 7-like,ERROR
137806798,LOC137806798,uncharacterized LOC137806798,ERROR
137806799,LOC137806799,protein PYRICULARIA ORYZAE RESISTANCE 21,protein PYRICULARIA ORYZAE RESISTANCE 21
137806800,LOC137806800,"pentatricopeptide repeat-containing protein At4g16390, chloroplastic","pentatricopeptide repeat-containing protein At4g16390, chloroplastic"
137806801,LOC137806801,microtubule-associated protein 70-5-like,microtubule-associated protein 70-5-like
137806802,LOC137806802,two-pore potassium channel 1-like,two-pore potassium channel 1-like
137806803,LOC137806803,B-box zinc finger protein 24-like,B-box zinc finger protein 24-like
137806804,LOC137806804,uncharacterized LOC137806804,ERROR
137806805,LOC137806805,TPD1 protein homolog 1-like,TPD1 protein homolog 1-like
137806806,LOC137806806,cytochrome P450 71D8-like,ERROR
137806807,LOC137806807,uncharacterized LOC137806807,uncharacterized LOC137806807
137806808,LOC137806808,C2 and GRAM domain-containing protein At1g03370-like,C2 and GRAM domain-containing protein At1g03370-like
137806809,LOC137806809,BTB/POZ domain-containing protein At5g47800-like,BTB/POZ domain-containing protein At5g47800-like
137806810,LOC137806810,calcineurin B-like protein 3,calcineurin B-like protein 3
137806811,LOC137806811,"glucan endo-1,3-beta-glucosidase 5-like","glucan endo-1,3-beta-glucosidase 5-like"
137806812,LOC137806812,ATP-dependent 6-phosphofructokinase 2,ATP-dependent 6-phosphofructokinase 2
137806813,LOC137806813,probable galacturonosyltransferase 4,ERROR
137806814,LOC137806814,uncharacterized LOC137806814,uncharacterized LOC137806814
137806815,LOC137806815,uncharacterized LOC137806815,ERROR
137806816,LOC137806816,"putative pentatricopeptide repeat-containing protein At1g12700, mitochondrial","putative pentatricopeptide repeat-containing protein At1g12700, mitochondrial"
137806817,LOC137806817,subtilisin-like protease SBT5.4,subtilisin-like protease SBT5.4
137806818,LOC137806818,small ribosomal subunit protein uS19x-like,small ribosomal subunit protein uS19x-like
137806819,LOC137806819,uncharacterized LOC137806819,ERROR
137806820,LOC137806820,uncharacterized LOC137806820,ERROR
137806821,LOC137806821,"endo-1,3;1,4-beta-D-glucanase-like",ERROR
137806822,LOC137806822,uncharacterized LOC137806822,uncharacterized LOC137806822
137806823,LOC137806823,UPF0481 protein At3g47200-like,UPF0481 protein At3g47200-like
137806824,LOC137806824,DEAD-box ATP-dependent RNA helicase 21-like,DEAD-box ATP-dependent RNA helicase 21-like
137806825,LOC137806825,U-box domain-containing protein 33-like,U-box domain-containing protein 33-like
137806826,LOC137806826,WEB family protein At1g12150-like,WEB family protein At1g12150-like
137806827,LOC137806827,acetyl-CoA acetyltransferase 2-like,acetyl-CoA acetyltransferase 2-like
137806828,LOC137806828,phosphatidylinositol/phosphatidylcholine transfer protein SFH2-like,phosphatidylinositol/phosphatidylcholine transfer protein SFH2-like
137806829,LOC137806829,protein C2-DOMAIN ABA-RELATED 11-like,protein C2-DOMAIN ABA-RELATED 11-like
137806830,LOC137806830,uncharacterized LOC137806830,uncharacterized LOC137806830
137806831,LOC137806831,uncharacterized LOC137806831,ERROR
137806832,LOC137806832,C2 and GRAM domain-containing protein At1g03370-like,ERROR
137806833,LOC137806833,uncharacterized LOC137806833,ERROR
137806834,LOC137806834,endoglucanase 25-like,endoglucanase 25-like
137806835,LOC137806835,glutathione S-transferase zeta class-like,glutathione S-transferase zeta class-like
137806836,LOC137806836,uncharacterized LOC137806836,uncharacterized LOC137806836
137806837,LOC137806837,uncharacterized LOC137806837,uncharacterized LOC137806837
137806838,LOC137806838,UPF0613 protein PB24D3.06c,UPF0613 protein PB24D3.06c
137806839,LOC137806839,"adenylate isopentenyltransferase 5, chloroplastic-like","adenylate isopentenyltransferase 5, chloroplastic-like"
137806840,LOC137806840,uncharacterized LOC137806840,uncharacterized LOC137806840
137806841,LOC137806841,DUF21 domain-containing protein At4g14240-like,DUF21 domain-containing protein At4g14240-like
